age,is_corporate,total_balance,has_active_loan,recent_tx_count,target
59,0,48130342,0,8,1
56,0,71621625,0,49,0
52,0,20440897,0,27,0
55,0,87815685,0,10,1
22,0,21490505,0,31,0
28,0,53902842,0,10,0
27,0,66193282,0,23,0
52,0,34372840,0,14,1
78,0,27930327,0,40,1
25,0,69869484,0,34,0
60,0,24670251,0,16,1
58,1,2341978,1,24,2
23,0,70508448,0,48,0
32,0,80455483,0,34,0
68,0,76017109,0,18,1
79,0,6019676,0,40,1
21,0,65437138,0,30,0
79,0,76529490,0,16,1
24,0,64786885,1,49,0
63,1,45416428,0,22,2
46,0,55629132,0,46,0
51,0,15733529,1,0,1
40,0,77290965,1,9,1
27,0,99426324,0,7,1
57,1,80510179,0,41,2
27,0,75023735,0,25,0
69,0,67767425,0,33,1
22,0,45325998,0,18,0
73,0,56859243,0,13,1
63,0,26847645,1,7,1
77,0,31757382,0,0,1
22,0,33240467,0,47,0
41,0,70522417,0,24,0
25,0,56725086,0,23,0
21,0,35698454,0,46,0
42,1,12449164,0,19,2
63,0,52233859,0,29,1
21,0,2256376,0,4,0
57,0,35177357,0,2,1
36,0,31645971,0,31,0
54,0,88662907,0,16,1
53,1,97460236,0,41,2
42,0,56188889,0,4,1
49,0,18361297,0,10,1
71,0,27573471,0,37,0
27,0,72123341,0,3,1
41,1,27676846,0,38,2
63,0,34795394,0,18,1
77,1,43255168,1,38,2
55,0,99087961,0,45,1
24,1,67215906,0,48,2
32,0,4962317,0,22,0
48,0,15336642,0,16,0
50,0,78824844,0,12,1
66,0,28239278,1,26,1
76,0,12029233,1,0,1
74,0,73784653,0,1,1
35,0,88713940,1,17,1
61,0,83391897,0,35,1
49,0,89198594,0,44,0
76,0,52362791,0,32,1
74,0,98704835,0,35,1
35,0,89147186,0,1,1
31,0,3171050,0,3,1
36,0,82723310,0,15,1
35,0,52336006,0,3,1
31,1,27357811,0,8,2
27,0,67181943,0,48,0
39,0,80764298,0,20,1
22,0,23056282,0,22,0
35,0,10124284,0,1,1
49,0,9285773,1,2,1
64,0,70261845,0,22,1
42,0,11305005,1,25,0
47,0,17759051,0,46,0
70,0,57568240,0,6,1
59,0,91536621,1,35,1
73,0,37292041,0,43,0
24,0,68306925,0,32,0
39,0,2323985,0,48,0
59,1,68356744,0,35,2
75,0,97366928,0,3,1
63,0,33308389,0,22,1
20,0,66593407,1,24,0
76,1,32983655,0,40,2
49,1,93637305,0,25,2
40,0,51385228,1,27,1
39,0,43997361,0,27,0
25,0,74863621,0,20,0
41,0,65048882,0,9,1
37,0,93891107,0,26,1
27,1,47593798,0,14,2
58,0,57789795,0,16,1
51,0,17667864,0,38,0
52,0,50510123,1,34,1
72,0,86281741,0,4,1
35,0,32830188,0,15,0
31,0,80052553,0,22,0
57,1,73810692,0,38,2
71,1,45670343,0,47,2
53,0,57017965,0,8,1
33,0,28632772,0,32,0
55,0,36644439,1,34,1
52,0,72943416,0,39,0
42,0,54887961,0,49,0
69,0,25238671,0,23,1
64,1,2839611,0,23,2
21,0,86195043,0,49,0
60,0,57460491,0,23,1
40,0,78521418,1,18,1
21,0,3883755,0,38,0
46,0,4617663,0,24,0
76,0,7233469,0,30,0
28,0,95840530,1,37,1
20,0,46654993,0,24,0
30,0,33654351,0,26,0
22,0,43208362,0,31,0
71,0,78837220,0,10,1
42,0,87430530,0,4,1
45,0,55070845,0,43,0
23,0,78197502,0,32,0
37,0,40136263,0,18,1
74,1,81344037,0,42,2
25,0,7417155,0,46,0
54,0,85734603,0,15,1
41,1,34952363,1,34,2
62,0,75929310,0,10,1
34,0,82996468,0,10,0
41,0,66012495,0,9,1
79,1,13438654,0,33,2
56,1,1987881,0,4,2
71,0,23237439,0,22,1
61,0,48132277,0,24,0
31,0,60428621,0,28,0
66,1,74846590,0,39,2
68,1,20561612,0,12,2
61,0,6141092,1,46,1
57,0,96408817,0,31,1
37,0,54682499,0,33,0
64,0,99243234,0,11,1
54,0,79318571,0,23,1
49,0,54581698,0,39,1
43,0,12443843,0,20,0
61,0,70952805,0,28,1
49,1,83709131,0,22,2
33,0,73683773,0,32,0
25,0,98453760,0,7,1
22,0,31747600,0,41,0
35,1,42536207,0,12,2
26,0,64555016,0,4,1
71,0,55921400,0,40,0
33,0,7560116,1,9,1
28,0,81667272,0,13,1
34,0,8297530,0,23,0
40,0,94045046,0,10,1
54,1,30155144,0,45,2
21,0,9037451,0,2,0
46,0,3501174,0,28,0
21,0,42851880,0,47,0
54,0,58214798,1,29,1
37,0,41111361,0,48,0
33,0,50059594,1,36,1
39,0,34344455,0,6,1
37,0,38891190,0,16,1
29,0,57797087,0,19,1
44,0,46778501,0,10,1
21,0,23326388,0,43,0
44,1,74208147,1,24,2
73,0,73323430,1,23,1
52,0,34736711,0,1,1
55,0,68830705,0,26,1
50,0,43534960,0,18,1
33,0,91736353,0,28,0
20,0,83221304,0,36,0
65,0,64969722,0,10,1
35,0,54056082,1,18,1
73,0,9212230,0,27,1
65,0,61864145,1,38,1
71,0,26942759,0,20,1
22,0,29074829,0,25,0
54,0,15592059,0,21,1
60,0,17262075,0,5,1
25,0,92989306,1,10,1
44,0,55016291,1,13,1
32,0,92316880,0,35,0
72,0,76388779,1,39,1
53,0,42951048,0,40,1
27,0,34964281,0,1,0
40,1,1662060,0,42,2
53,0,90175352,1,19,1
23,0,47712603,0,21,0
44,0,7704625,1,38,0
34,0,79027091,0,3,1
23,0,11238504,1,28,0
64,0,94967156,0,45,0
79,0,7740359,0,23,1
31,0,9155359,0,0,0
51,0,4859648,0,23,0
51,0,85949712,0,29,1
47,0,70085624,1,11,1
32,0,12262024,1,18,0
50,0,55829843,0,36,0
33,0,74737964,0,39,0
39,0,94817759,0,42,0
37,0,64257857,0,3,1
48,0,29498911,0,14,0
79,0,62475820,0,19,1
25,0,83094792,0,43,0
51,0,60261917,0,19,1
48,0,45738149,0,20,1
62,0,83759104,0,9,1
21,0,87383800,0,29,0
79,0,64169220,0,23,1
42,0,36446270,0,47,0
38,0,46524898,1,39,0
50,0,78064960,0,39,0
70,0,15603533,0,37,0
24,0,53725405,0,2,1
38,0,11743383,0,28,0
53,0,25092739,0,7,1
29,1,84016589,0,28,2
44,0,98529048,0,9,1
21,0,36179145,1,4,1
30,0,86135798,0,10,1
69,1,27863686,1,3,2
50,0,908521,1,48,0
75,0,3212,0,34,0
34,0,75729603,0,49,0
28,0,67585521,0,39,0
42,0,10049066,0,11,0
38,0,41026616,1,20,1
28,0,83132323,0,15,1
54,0,22042103,0,13,1
40,1,67746957,1,20,2
28,0,3490513,1,47,0
47,1,7960135,0,26,2
65,0,88913631,1,35,1
70,0,52167295,0,0,1
26,0,84211817,0,0,1
35,0,12046500,0,21,0
35,0,39923926,0,14,0
79,0,63935558,0,19,1
52,0,9793227,0,2,1
23,0,95162008,0,13,1
23,0,98295362,0,8,1
58,0,7356505,0,18,1
59,0,88733443,0,39,1
36,0,39748835,0,33,0
56,1,48845407,0,3,2
58,0,12042588,1,32,1
79,0,5467977,1,42,1
71,0,82087892,0,36,1
48,0,95636349,0,1,1
71,1,28631285,1,26,2
55,0,46858511,1,44,1
79,0,48258716,0,16,1
57,0,44625011,0,48,0
58,0,30780850,0,49,0
69,1,29867537,0,30,2
56,0,53126585,0,40,0
71,0,23078059,0,5,1
54,0,98811896,0,30,1
26,0,90778639,1,2,1
46,0,88632256,0,39,0
47,0,21540591,0,2,0
41,0,52075393,1,32,1
33,0,13292599,0,12,0
26,0,87671910,0,20,1
56,0,250139,0,36,0
41,0,27131584,0,15,1
24,1,42443268,1,20,2
74,0,43689237,0,47,0
21,0,80626275,0,43,0
46,0,64209645,1,12,1
40,0,64505664,0,3,1
73,0,34333071,0,30,1
57,0,63383528,0,8,1
34,0,47028309,0,47,0
40,0,65439794,1,32,1
29,0,25771086,0,36,0
42,0,98115257,0,36,1
77,1,10698925,0,23,2
75,0,54931379,0,24,1
58,0,46589545,0,40,1
24,0,97681908,1,28,1
20,0,92985419,0,39,0
32,0,37472571,0,49,0
40,0,2402112,0,46,0
45,0,11623796,0,35,0
69,0,18132048,0,14,1
64,0,95471464,0,44,0
40,0,29143736,0,17,0
72,0,16206833,1,19,1
37,0,52425435,0,4,1
56,0,89986118,0,17,1
64,0,17800021,0,39,0
51,0,73667211,0,0,1
55,0,49226822,0,18,1
36,1,82801710,0,22,2
54,0,51912270,1,25,1
68,0,54257061,0,48,0
79,0,68836237,1,28,1
30,0,62540929,0,33,0
40,1,84069228,0,18,2
71,0,22696804,0,47,0
74,1,97682936,0,17,2
72,0,92769184,0,1,1
45,0,39768837,0,26,1
23,0,41126361,0,5,0
53,0,23501181,0,38,0
71,0,41387110,0,5,1
67,0,21584360,0,5,1
79,1,80524324,0,30,2
37,0,92657293,0,40,0
59,0,97033764,0,39,1
54,0,42890759,0,29,0
60,0,13975270,0,20,1
48,0,19533132,1,40,0
71,0,29528460,1,43,1
48,1,78743847,0,17,2
57,0,79233130,1,22,1
61,0,20659035,0,37,0
40,0,76329913,1,22,1
61,0,72313361,0,27,1
32,1,57396306,0,35,2
68,0,74216357,0,24,1
60,0,96055583,0,6,1
36,0,67030997,0,17,0
75,0,22975169,1,19,1
28,0,49928187,0,4,0
60,0,52075227,0,17,1
20,0,8222496,0,41,0
21,0,67236183,1,39,0
79,0,51859613,1,32,1
67,0,71410128,0,14,1
48,0,41982055,1,34,1
52,0,13965345,1,46,0
29,0,728165,0,45,0
69,0,93207166,1,0,1
77,0,73622095,0,20,1
79,0,69933529,0,7,1
59,0,97215347,0,6,1
40,1,91282991,0,40,2
47,0,63034454,0,49,0
30,0,55193995,0,43,0
74,0,93503821,1,39,1
53,0,93552567,1,39,1
27,0,88035738,0,29,0
78,0,674075,0,37,0
41,1,46628943,0,34,2
27,0,55021235,0,1,1
68,0,27880207,1,45,1
34,0,742476,0,7,0
36,0,46285532,1,37,1
79,0,6416153,1,3,1
42,0,79123995,0,36,0
43,0,79283560,0,20,1
64,0,44435532,0,12,1
38,0,99259555,0,8,1
24,0,34610184,0,44,0
51,0,20699597,1,28,1
63,0,21485131,0,40,0
20,0,47669432,0,23,0
42,0,70779877,0,15,1
56,0,5155577,0,11,1
27,0,17273400,0,1,0
32,0,1034549,1,18,0
27,0,23713139,0,29,0
76,0,52676239,0,15,1
42,0,74396477,0,23,0
62,0,67204151,0,12,1
20,0,78762774,0,4,1
64,0,8330512,1,22,1
70,0,11266511,0,37,0
43,0,13752997,0,30,0
54,0,18173383,1,16,1
43,0,54373330,0,48,0
36,0,11983517,0,48,0
24,0,60112120,0,2,1
39,0,4158433,0,25,0
40,0,59961421,0,12,1
59,0,44396651,1,43,0
77,0,6150158,1,37,0
50,0,51411148,0,21,0
65,0,87948400,0,20,1
55,0,48064167,1,28,1
30,1,93952864,0,44,2
71,0,87362812,0,45,1
34,1,51290552,0,38,2
38,0,2837689,0,4,0
26,0,66808666,0,13,1
70,0,70597135,0,17,1
47,0,32292507,0,3,1
70,0,95209825,0,32,1
62,0,97621544,0,38,1
77,0,79281054,0,19,1
24,0,46069355,0,12,0
24,0,22664352,1,35,0
49,0,39907488,1,44,1
73,0,55100262,0,3,1
51,0,37358719,0,34,0
27,0,99403473,0,7,1
29,0,13407382,1,39,0
57,0,65135035,0,48,0
66,0,95606526,0,46,1
51,0,47830486,0,35,0
67,0,63812046,0,5,1
47,1,24387289,0,21,2
36,0,17366045,0,5,0
50,0,89668140,1,41,1
27,0,86909007,0,35,0
59,0,49307887,0,8,1
44,0,89555533,0,15,1
28,0,4662608,1,38,0
21,0,49037195,0,45,0
34,0,97273692,0,37,0
69,0,74039071,0,32,1
22,0,52311991,0,17,0
68,1,21853299,0,11,2
55,0,70445324,0,26,1
23,0,34799607,0,46,0
33,0,15036750,0,0,1
60,0,90874167,0,14,1
60,0,78971956,0,46,1
44,0,42081347,0,26,0
77,0,85023413,0,15,1
74,0,31866913,0,20,0
69,0,49119003,0,0,1
29,0,6588209,0,28,0
40,0,11374977,1,2,1
55,0,28565752,0,11,1
31,0,53380206,0,27,0
46,0,93871197,0,38,1
59,0,70710681,0,36,1
21,0,52100142,0,30,0
73,0,42267417,0,30,1
32,0,5616467,0,32,0
72,0,68311913,0,32,1
51,0,42737243,0,46,0
50,0,22978935,0,39,0
35,1,24584915,0,10,2
51,0,25638474,0,45,0
51,0,99026809,0,28,1
79,0,19239113,0,24,1
53,0,28797372,0,12,1
30,0,87426966,0,43,0
29,1,45764516,0,18,2
34,1,44951848,0,35,2
36,0,65619251,0,27,0
59,1,38330066,0,3,2
37,0,23265617,0,2,1
74,0,35174320,1,37,1
28,0,85613466,1,36,0
44,0,66641541,0,42,0
59,1,58992457,1,24,2
78,0,80440385,0,40,1
33,0,795415,0,34,0
79,0,98958757,1,28,1
77,0,80236059,1,40,1
44,0,12697499,1,28,1
69,1,80973428,0,11,2
41,0,25636721,0,34,0
71,0,68196326,0,19,1
49,0,91577281,0,16,1
39,0,96564141,0,11,1
40,0,46755652,1,49,0
63,0,17729610,0,35,0
51,0,22884041,0,9,1
70,0,31480746,0,17,1
65,0,82026554,0,29,1
68,0,83716481,0,7,1
75,0,396904,1,40,1
40,0,24710820,0,12,0
54,0,5780833,0,30,0
77,1,71274530,1,5,2
51,0,63459489,1,6,1
49,0,75923188,1,20,1
74,0,76057557,1,37,1
58,0,56314654,0,42,0
68,0,95728510,1,48,1
31,0,39739862,0,27,0
60,0,43618243,0,43,0
66,0,72989463,0,20,1
37,0,41126739,0,20,0
40,0,38151590,0,23,0
32,0,6050485,0,26,0
40,1,15348646,0,26,2
27,0,67290000,0,12,0
65,0,62119285,1,49,1
59,0,5366434,0,28,0
65,0,52823455,0,38,0
26,0,44952238,1,27,0
42,0,52139501,0,36,0
63,0,82267694,0,28,1
51,0,9311487,0,47,0
30,0,47799231,0,21,0
41,0,14262957,1,35,1
41,0,73622630,1,29,0
62,0,55332984,0,27,1
44,0,89917858,0,22,1
41,0,54258013,0,32,0
47,0,44539536,0,3,1
48,0,10137641,0,2,1
32,0,70102382,0,31,0
37,1,26791964,0,3,2
21,0,96738064,0,0,1
48,0,59725776,0,11,1
40,0,96262157,0,12,1
34,0,96674711,1,33,1
71,0,88776632,0,28,1
46,0,39547697,0,8,1
69,0,96585188,0,30,1
50,0,1057980,0,6,1
34,0,87669283,0,12,1
70,0,85486628,0,1,1
42,0,35195887,0,32,0
43,0,58053645,0,49,0
63,0,4927386,1,6,1
32,0,33819258,1,17,1
41,0,94278814,0,7,1
62,1,19641837,1,11,2
56,0,3691848,0,42,0
52,0,7881317,1,29,1
75,0,81037136,0,8,1
22,0,55615019,0,27,0
73,0,97580611,0,3,1
38,0,40744495,1,38,1
42,0,55703096,0,16,0
48,0,47562314,0,10,1
49,0,68754453,1,1,1
58,1,44168323,1,22,2
63,0,17871312,0,49,0
66,0,92599751,0,21,1
44,0,90811693,0,25,1
56,0,86571962,0,11,1
66,0,3931041,0,31,0
27,0,13784330,0,8,0
61,0,60471690,0,42,0
77,0,45460599,0,4,1
35,1,29882613,0,25,2
27,0,91811877,0,6,1
20,0,99090676,0,28,0
63,1,30310420,0,32,2
24,0,43857501,0,23,0
22,0,44491145,0,24,0
20,0,89306521,0,30,0
23,0,13117447,0,28,0
59,0,35318087,0,4,1
54,0,51808118,0,37,0
51,0,74440993,0,44,0
61,0,13063930,0,10,1
53,0,63730575,1,31,1
62,0,25682280,0,7,1
44,0,76432982,0,19,1
29,0,72497867,0,33,0
40,0,63467518,1,46,0
65,0,68651413,0,41,0
58,0,86968287,0,7,1
46,0,22931448,0,1,1
46,0,19933180,0,20,0
21,0,69241584,0,14,0
60,0,29289370,0,5,1
67,0,12165951,1,4,1
32,0,96724737,1,2,1
28,1,86355564,0,42,2
71,0,12861408,1,42,1
55,0,93973273,0,15,1
41,0,4453595,0,34,0
61,1,88519250,0,8,2
45,0,80095338,0,34,0
77,0,44096096,0,18,1
73,0,85866195,0,42,1
31,0,908573,1,45,0
36,0,98844396,0,33,0
33,0,25688071,0,38,0
33,0,82578213,0,9,1
76,0,67455164,0,9,1
53,1,67733611,0,19,2
72,0,49702208,0,0,1
76,0,26400322,0,5,1
39,0,78781101,0,45,0
30,0,60528967,0,1,1
35,0,2318890,0,37,0
70,0,98152749,1,32,1
50,0,57483463,0,2,1
74,0,4050338,0,35,1
25,0,30711515,0,12,0
75,0,76218674,0,34,1
38,0,70683651,0,14,1
56,0,76203640,0,44,0
77,0,42409036,0,21,1
23,0,97524179,0,42,0
66,0,51730610,0,3,1
23,0,15451876,0,16,0
39,0,51675411,0,4,1
29,0,51190947,1,20,1
43,0,35990817,1,23,1
73,0,43481708,0,30,1
54,0,979581,0,39,0
45,0,37367093,1,29,1
56,1,36523986,0,41,2
57,0,18112400,1,6,1
40,0,24366468,0,48,0
73,1,35039064,1,6,2
59,0,38715025,1,26,1
58,0,27905787,0,23,1
40,0,88885044,0,18,1
29,0,63499569,0,40,0
57,1,48152647,0,33,2
65,0,65674458,0,21,1
23,0,99359438,0,26,0
79,0,65576108,0,5,1
76,0,10198483,0,9,1
64,0,9255180,1,44,1
39,0,15362625,0,30,0
36,0,81838894,0,24,0
74,0,25351670,0,1,1
26,0,92876204,0,9,0
23,0,20069241,0,9,0
48,0,45498677,1,25,1
33,0,96512013,0,4,1
22,0,60966741,0,21,0
43,0,17197810,0,3,1
56,0,99343078,0,33,1
35,0,65098467,1,6,1
77,1,34483873,0,49,2
74,0,19989274,0,16,1
71,0,67811590,0,10,1
23,0,39686062,1,49,0
75,1,41852128,0,7,2
43,0,11055361,1,27,1
53,0,90934607,0,43,1
49,0,18310971,0,32,0
37,0,1041431,0,24,0
38,0,72709214,0,20,1
50,0,3494029,0,11,1
79,0,42385077,0,25,1
79,0,79720141,0,28,1
38,0,72627077,1,37,1
68,0,45093137,0,34,1
65,0,2554131,0,36,0
38,0,31334258,0,45,0
41,0,60583869,0,43,0
43,0,35439056,0,44,0
64,0,10851623,0,44,0
31,0,22192051,0,28,0
49,0,18383135,0,48,0
77,0,77554539,0,23,1
57,0,14010312,1,14,1
72,0,42212634,0,5,1
50,0,66194285,0,31,0
55,0,33604704,0,43,0
38,1,42996926,0,33,2
67,0,66568638,0,35,1
64,0,8874768,0,19,1
55,0,91663856,1,11,1
49,0,96451120,1,34,1
74,0,80665059,0,48,1
68,0,51071824,0,37,0
74,0,4276945,0,16,1
52,0,14370931,0,26,0
37,0,56306198,0,16,1
71,0,86025543,1,10,1
68,1,54398860,0,38,2
78,0,7491990,0,1,1
47,0,66708149,1,1,1
78,0,59079827,0,28,1
66,0,16551253,0,44,0
30,0,48104371,0,23,1
76,0,44433430,0,23,1
79,0,51119208,0,15,1
73,0,81344162,0,30,1
64,0,30572098,0,48,0
52,0,35700513,1,42,1
36,0,48840480,0,8,1
25,0,55322192,0,26,0
23,0,19320466,0,40,0
39,0,15488221,0,13,0
67,0,72686422,0,44,1
66,0,83576,1,24,1
46,0,2117709,1,42,0
34,0,11031873,0,43,0
25,0,66331430,1,21,1
66,0,54562032,0,34,1
33,1,37729297,0,32,2
79,0,80929221,0,26,1
30,0,41565626,1,39,0
58,0,1977247,0,25,1
28,0,88574228,0,18,1
45,0,18392487,0,44,0
35,0,45209051,0,38,0
24,1,88093722,0,44,2
76,1,92875265,0,25,2
71,0,67287846,0,5,1
29,0,79560661,0,2,1
69,1,65339754,0,5,2
22,0,44961150,1,27,0
32,0,75090670,0,2,1
62,0,37048844,0,12,1
68,0,88010109,0,12,1
49,0,13026765,0,12,0
73,0,66840631,1,0,1
64,0,30020837,0,39,0
25,0,90040808,0,36,0
36,0,56980177,1,30,1
78,0,58349503,1,16,1
64,0,59319479,0,8,1
70,0,11285878,0,44,1
72,0,98017123,0,12,1
38,1,35227107,0,36,2
61,1,76006379,1,13,2
54,0,62150915,0,10,1
65,0,932280,0,24,1
45,0,63927127,0,30,0
70,0,96204845,0,13,1
24,1,20027831,0,6,2
48,0,11595422,0,23,0
56,0,95260503,0,48,1
39,0,2606041,0,35,0
68,0,28899148,0,41,0
40,0,2375093,1,41,0
29,0,37720199,1,46,0
24,0,78910646,0,43,0
55,0,97031339,0,40,1
25,0,37174035,0,2,0
45,0,82065311,0,46,0
23,0,11490235,1,43,0
58,0,56650417,0,25,1
58,0,82807322,0,46,0
69,0,47228023,1,25,1
54,0,60996888,0,0,1
20,1,5719347,0,14,2
43,0,70343363,1,10,1
76,0,49409300,0,36,1
55,0,58811921,0,6,1
25,0,90974502,0,11,1
60,0,92243726,0,37,1
73,0,37529652,0,2,1
65,0,93933619,0,41,1
79,0,90974935,0,25,1
63,0,61554759,0,29,0
79,0,32309275,0,31,1
76,0,46408148,0,35,1
50,0,32886671,1,44,1
39,0,44524283,0,36,0
43,0,96598901,0,17,1
44,1,56007567,0,0,2
55,0,26290376,1,20,1
40,0,91983608,0,27,1
49,0,76725858,0,47,0
43,0,95695667,0,15,1
63,0,96038886,0,47,1
61,0,66827729,0,27,1
49,0,23946891,0,21,0
41,1,22822482,1,18,2
47,0,71582255,0,47,0
26,0,80781077,1,0,1
54,1,39629178,1,30,2
74,0,10309367,1,41,1
47,0,2631550,1,33,1
33,0,78093488,1,45,1
75,0,52384819,0,39,1
29,0,3487104,0,5,0
35,1,34263873,0,27,2
35,0,86465749,1,2,1
73,0,81129921,0,30,1
50,0,91020031,0,15,1
61,0,64076530,0,16,1
44,1,37541832,1,43,2
32,0,56442312,0,26,0
25,0,29509068,0,23,0
63,0,77937757,0,19,1
28,0,71382962,0,31,0
64,0,10025396,0,34,1
55,0,46761486,0,12,1
75,0,54342321,0,47,1
62,0,9172934,1,42,1
39,0,91018617,0,19,1
37,0,2462282,0,47,0
77,0,7059559,0,1,1
62,0,9258789,0,3,1
76,0,37981863,0,26,1
40,0,37738433,0,24,0
23,1,99070578,1,3,2
69,0,20064239,0,31,1
52,0,7519270,0,16,0
46,0,31496649,1,0,1
26,0,55398763,1,32,0
25,1,1904400,0,29,2
34,0,4122758,0,4,0
37,0,68956533,1,11,1
51,1,64634087,1,37,2
75,0,88414246,1,31,1
30,0,96739106,0,37,0
39,0,23116594,0,16,1
43,0,12027950,0,44,0
34,0,57651007,0,39,0
67,0,61462622,1,31,1
26,0,71322584,1,23,1
40,1,48248168,0,11,2
61,0,476684,0,46,0
45,0,23196817,0,30,0
63,0,92977044,0,18,1
75,0,85795183,0,28,1
33,0,85983296,0,20,0
76,1,79760611,0,25,2
56,0,58594823,0,27,1
77,0,99862515,0,16,1
40,0,35007279,1,8,1
37,0,98915882,0,20,1
24,1,73258484,1,49,2
22,0,54346324,0,33,0
42,1,46988442,0,10,2
45,0,59964178,0,19,1
56,0,66333298,0,48,0
43,0,91344306,0,49,0
68,0,17950506,0,46,0
38,0,68074594,0,38,0
70,0,31614514,0,15,1
44,0,38493545,0,28,0
40,0,90857583,0,0,1
31,0,14516676,0,17,0
76,0,75947176,0,21,1
60,1,17828423,0,7,2
52,0,31361162,0,6,1
69,0,84023119,1,24,1
72,0,47012070,0,29,1
23,0,41243886,1,33,1
61,0,40145148,0,43,0
76,0,18704340,0,47,0
26,0,22447539,0,40,0
41,1,31066006,0,10,2
74,0,32029232,1,14,1
52,0,80375205,1,34,1
36,0,95534342,0,22,1
43,0,33875777,1,44,0
53,0,67975389,0,20,1
47,0,447564,0,27,1
77,0,33243197,0,12,1
62,0,12076502,1,33,1
60,0,54609052,0,37,0
58,0,9885820,1,5,1
41,0,10980068,0,43,0
68,0,43214675,0,3,1
36,1,45656224,0,4,2
53,0,76796444,0,39,0
25,0,44357198,0,5,0
65,0,97476118,0,20,1
25,0,7290985,1,27,0
53,0,27255938,0,2,1
20,0,83914084,0,22,1
29,0,524252,1,7,0
40,0,44656300,0,18,0
24,0,79269717,0,10,1
21,0,25642868,0,49,0
41,1,61669148,0,9,2
67,0,18171905,0,27,1
76,0,82852072,1,19,1
21,0,68137328,0,43,0
29,0,39331066,0,27,0
53,0,57893809,0,28,1
35,0,26796012,0,7,1
67,1,40734528,0,18,2
70,0,50478187,0,47,1
58,0,19889427,0,20,1
41,0,54077619,1,17,1
31,0,33476308,0,8,1
43,0,77742372,0,3,1
66,1,71990042,0,40,2
59,1,97364142,0,24,2
57,0,21518458,1,33,1
79,0,61167842,0,8,1
78,0,78720901,0,8,1
29,0,77823788,0,17,0
54,0,91679147,0,10,1
70,0,99171410,0,12,1
68,0,14160636,0,37,0
51,0,86642321,1,8,1
26,0,55081591,0,15,0
40,1,81246272,0,3,2
39,0,72676632,0,33,0
45,0,91084166,0,6,1
23,0,63775147,0,14,0
65,0,25925598,0,37,1
71,0,29104939,0,10,1
41,0,24374819,1,31,0
34,0,31920786,0,26,0
75,0,71740677,1,29,1
59,0,42659736,0,16,1
40,0,20453640,0,35,0
34,0,16424403,0,18,0
41,0,263369,0,6,0
71,0,26095524,0,42,0
47,0,23531674,0,44,0
33,0,66206732,0,20,1
46,0,85476223,1,27,1
60,1,49509873,0,2,2
59,0,42714708,0,13,1
77,0,12506080,1,1,1
47,0,85438231,0,28,1
45,0,39676148,0,17,1
68,0,50500907,0,36,1
21,0,69516641,0,44,0
44,0,43036168,0,44,0
75,0,50530689,0,23,1
22,0,72559350,1,45,0
27,0,83851677,0,11,1
63,0,5997845,0,44,0
52,0,92349162,0,31,1
61,0,90464848,0,17,1
71,0,98768396,1,12,1
54,0,62189583,0,3,1
25,0,55104480,0,22,0
58,1,20763968,0,9,2
71,0,85719690,0,4,1
42,0,45473093,0,49,0
44,0,46053730,0,39,0
78,0,72453355,0,13,1
69,1,10019518,0,33,2
62,0,64737892,0,27,1
38,0,98582632,0,7,1
24,0,97707481,0,15,1
70,0,71172491,1,30,1
30,0,59428285,0,6,1
75,0,2763357,1,2,1
31,0,39488731,0,28,0
29,0,76564442,0,35,0
27,0,45148100,0,38,0
43,0,1216953,0,3,0
79,0,68637338,0,8,1
47,0,42812443,0,16,0
60,0,49335065,0,48,0
55,0,93493722,0,19,1
56,0,74374448,0,13,1
40,0,75947753,0,45,0
27,1,42849684,0,28,2
74,0,71781888,0,12,1
28,0,82295285,0,35,0
66,0,96601327,0,44,1
34,0,14038009,0,16,0
67,0,78883510,0,46,1
65,0,82804048,0,49,1
59,0,70565843,0,42,0
37,0,47087000,1,3,1
61,0,65498188,0,19,1
79,1,97417120,1,10,1
39,0,61733080,0,41,1
25,0,92855108,1,21,1
31,0,33417989,1,44,0
21,0,21077014,0,7,0
26,0,77385459,0,27,0
35,0,49509069,0,44,0
22,0,80279861,0,40,0
64,0,96092426,1,29,1
22,0,5662110,1,32,0
46,0,31009413,0,32,0
69,0,34872586,1,46,1
62,0,17593676,1,35,0
59,0,62456830,0,26,1
57,0,89939723,0,19,1
52,0,44107765,0,32,0
47,0,65665473,0,24,1
20,0,36119092,0,43,0
74,0,40885858,0,42,1
27,0,5420278,0,18,0
56,0,55543184,0,46,0
51,0,65802267,1,20,1
79,0,61145493,0,41,1
67,0,4236901,0,32,0
62,0,8058630,1,2,1
56,0,84756750,0,13,1
23,0,21407455,0,14,0
49,0,34906903,0,32,0
25,1,12669890,0,41,2
65,0,64990969,1,21,1
73,0,36868929,0,0,1
38,0,23428685,0,30,0
51,0,15365416,0,46,0
28,0,7666001,1,34,0
31,0,65676594,0,19,0
30,0,72744363,1,31,1
65,0,18657630,0,11,1
74,0,8626686,1,15,1
35,0,87271948,0,7,1
20,0,47833579,0,13,1
64,0,32913291,0,17,1
74,0,69994065,1,29,1
72,0,43016,0,32,1
40,0,27706864,1,33,0
49,0,68443860,0,43,0
32,0,22775343,0,48,0
53,0,95754800,0,33,1
23,0,61710132,0,48,0
47,0,93510071,0,6,1
57,0,12076583,0,5,1
77,0,3698538,0,5,1
50,0,89578263,1,21,1
78,0,39200481,0,7,1
74,0,20376683,0,36,0
